title,price,region,link
Не тот кофе кристина той в Москве,500,москва,https://www.avito.ru/moskva/knigi_i_zhurnaly/ne_tot_kofe_kristina_toy_7524776058?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе в зернах 1 кг egoiste в Москве,1500,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_v_zernah_1_kg_egoiste_7575938269?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
"Разнообразное кофе бушидо, нэскафе и тд в Москве",700,москва,https://www.avito.ru/moskva/produkty_pitaniya/raznoobraznoe_kofe_bushido_neskafe_i_td_7572747125?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе в Москве,1600,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_4125962695?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
"Кофе Lavazza Crema молотый, 250 гр в Москве",400,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_lavazza_crema_molotyy_250_gr_2618268347?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
"Вкусняшки, Кофе,Сималэнд, Одежда,Настолки,Книги в Москве",20,москва,https://www.avito.ru/moskva/posuda_i_tovary_dlya_kuhni/vkusnyashki_kofesimalend_odezhdanastolkiknigi_4591524402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе Poetti Daily Arabica в Москве,1150,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_poetti_daily_arabica_3958143139?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе Вкус Вилл в Москве,1400,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_vkus_vill_7405588991?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе Кубита Cubita в Москве,1200,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_kubita_cubita_1901945242?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе молотый Julius Meinl в Москве,320,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_molotyy_julius_meinl_2543548517?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Проход в бизнес-залы (все аэропорты) в Москве,495,москва,https://www.avito.ru/moskva/bilety_i_puteshestviya/prohod_v_biznes-zaly_vse_aeroporty_7578687123?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе зерновой оптом для вашего бизнеса в Москве,800,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_zernovoy_optom_dlya_vashego_biznesa_4359071230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе зерновой 1 кг в Москве,1000,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_zernovoy_1_kg_7527284190?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе в зернах Лавацца Lavazza Лавазза оро в Москве,650,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_v_zernah_lavatstsa_lavazza_lavazza_oro_2716495181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Капсулы кофе Nespresso Original в Москве,700,москва,https://www.avito.ru/moskva/produkty_pitaniya/kapsuly_kofe_nespresso_original_7287746371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе в капсулах L'or Monarch Carte Noire в Москве,220,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_v_kapsulah_lor_monarch_carte_noire_7612820226?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе арабика Эфопия в Москве,1900,москва,https://www.avito.ru/moskva/produkty_pitaniya/kofe_arabika_efopiya_7527545001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
Кофе Lavazza в Москве,2200,москва,https://www.avito.ru/moskva/krasota_i_zdorove/kofe_lavazza_7468668181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSEVYdTY0dGw5NTdQd2ZaIjt9UohALD8AAAA
